date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:13:24	277/277	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Aug%202005%2007:10:01%20GMT	www.y-adagio.com/robots.txt		(from )
03:13:25	685/685	---M--	200	added ('OK')	text/html	etag:%221015683-2ad-420d9787%22	www.y-adagio.com/public/standards/iso_cdromr/tocont.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/tocont.htm	(from )
03:13:25	1900/1900	---M--	200	added ('OK')	text/html	etag:%22101567f-76c-3b7f4d2f%22	www.y-adagio.com/public/standards/iso_cdromr/forewd.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/forewd.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:25	6382/6382	---M--	200	added ('OK')	text/html	etag:%221015680-18ee-3b7f4d30%22	www.y-adagio.com/public/standards/iso_cdromr/sect_1.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/sect_1.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:26	8918/8918	---M--	200	added ('OK')	text/html	etag:%221015682-22d6-3b7f4d4f%22	www.y-adagio.com/public/standards/iso_cdromr/sect_3.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/sect_3.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:26	166414/166414	---M--	200	added ('OK')	text/html	etag:%221015681-28a0e-3b7f4d4d%22	www.y-adagio.com/public/standards/iso_cdromr/sect_2.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/sect_2.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:26	21687/21687	---M--	200	added ('OK')	text/html	etag:%22101567c-54b7-3b7f4d2c%22	www.y-adagio.com/public/standards/iso_cdromr/anex_a.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/anex_a.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:26	6971/6971	---M--	200	added ('OK')	text/html	etag:%22101567d-1b3b-3b7f4d2d%22	www.y-adagio.com/public/standards/iso_cdromr/anex_b.htm	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/anex_b.htm	(from www.y-adagio.com/public/standards/iso_cdromr/tocont.htm)
03:13:27	2412/2412	---M--	200	added ('OK')	image/gif	etag:%22101567e-96c-3b7f4d2e%22	www.y-adagio.com/public/standards/iso_cdromr/fig_682.gif	/home/andrei/websites/9660/www.y-adagio.com/public/standards/iso_cdromr/fig_682.gif	(from www.y-adagio.com/public/standards/iso_cdromr/sect_2.htm)
